Group,Session1Trial1,Session1Trial2,Session1Trial3,Session1Trial4,Session1Trial5,Session1Trial6,Session1Trial7,Session1Trial8,Session1Trial9
7101-7102,0.373479336755302,-0.0961171300406338,0.320341214363307,0.819083466984361,0.392413047284624,0.225076505117272,0.848735062959699,0.879446840119235,0.764242629645679
7191-7192,-0.0558012587618389,0.487635671859866,0.358125160209148,-0.0704590442678706,0.0947809482347374,0.667123474670613,0.946808510638298,1,1
8001-8002,0.0984578166635925,0.109668216951099,0.256721338761824,0.632696472982649,0.0211400850939351,-0.0440597875467189,0.758493457357896,0.534253563314089,0.764111204545775
8091-8092,0.498527648210188,0.181041536958705,0.113220610442347,0.282690185823055,0.00881572469910255,0.0361110621133986,0.823011600349448,0.773220486180979,0.866387561416903
8101-8102,0.121936556916632,0.119814183038566,0.23352410769131,0.210444910490187,0.872117059118934,0.758980273911238,0.62467792942169,0.709277670366801,0.600033477923061
8191-8192,0.209902637817559,-0.183797357420092,0.633643584450966,-0.171892023184971,-0.224986043711749,-0.0740101705334985,0.895020651118225,0.932832424356671,0.943488051996017
9001-9002,0.298731741576593,0.0552515156612698,0.38462507781584,-0.401937007182505,0.0705104451197359,-0.0385647717388142,0.696908005030142,0.858688418436213,0.827456586787772
9091-9092,0.138126734907383,0.132150095300604,0.0598291935399313,0.0632299378381651,0.100934515058571,0.307055785357637,0.671793640888989,0.854677613946994,0.829014754177322
9101-9102,0.118047389339401,0.225666387988913,0.0908436516410014,0.68465662262275,0.688197174214501,0.673023638446837,0.896025987572064,0.892647100588665,0.90904697583798
9191-9192,0.0550012652530509,0.4931187985339,0.246112351629569,0.395772430619789,0.727042848243997,0.335079133073048,0.940885866493183,0.819429968743869,0.918681543914947
9638-5365,0.423069336883004,0.18002362444371,0.211155921342152,NaN,0.772053292673677,0.787050611943386,0.647166521104445,0.584956708476359,0.648693433657902
