Group,Session1Trial1,Session1Trial2,Session1Trial3,Session1Trial4,Session1Trial5,Session1Trial6,Session1Trial7,Session1Trial8,Session1Trial9
3091-3092,-0.25361917459867,-0.0793477232799452,-0.298895415416968,0.2040991821352,0.156072650403214,0.0837015803544296,0.5465507880853,0.754697426580152,0.885199801108585
3101-3102,-0.00609084412419643,0.0931497555339452,-0.244406628252741,0.440956600973301,0.210133883036039,0.165914606385609,0.776332318949885,0.643658837615637,0.739360420330527
3191-3192,0.589973762654347,0.264843893239523,0.321807633522973,-0.0238868479108946,-0.0733382345888337,0.211572748856139,0.762892713169776,0.840150277986286,0.866762906272614
4001-4002,0.286527251826841,0.346006075790861,-0.178951923821951,-0.366561849245126,0.0272456459379696,-0.440925109987622,0.731084786890233,0.698887348801052,0.56600267510272
4091-4092,-0.22223686146503,-0.109622895851778,0.381254191835982,-0.361940366636896,-0.17070614442135,-0.151303218004026,0.576189506544512,0.692837189955027,0.652357565069943
4101-4102,-0.258272658261019,-0.151955671303726,-0.00299549065555597,0.481958865191169,-0.0531869480490928,0.12490354834466,0.595273976428587,0.696047571793479,0.637486777995664
4191-4192,0.107111563721481,0.158236749165757,0.141126045475015,-0.133559004353473,0.255182148857803,0.19827817661733,0.716660095153694,0.691935308139136,0.593334539104057
5001-5002,-0.0356854504623642,-0.181051888426171,0.116620486277473,0.451476588710561,0.0268086662403701,0.34544498667061,0.635874119650072,0.784677061292937,0.779096985717656
5091-5092,0.0181754171279615,-0.0993634272291502,0.164048471744234,-0.253139339054473,-0.380948203300988,0.39009772181172,0.65554323625912,0.718088806452442,0.717638717951463
5101-5102,-0.118124474144737,-0.187640211233539,-0.0515367997096079,-0.163508901735412,-0.400736925760425,-0.212955751027203,0.393404366364406,0.816677151349274,0.834870176840043
5191-5192,-0.0628218472591836,-0.120138810512284,0.0998557443093286,-0.0953730763728772,0.0341302053157578,0.159904485435175,0.872651136800022,0.78957234847673,0.865637119867968
6001-6002,0.0462542561496918,0.0648033388437807,0.380806615222397,-0.356394652187054,0.262478339851225,-0.10168425854207,0.599984153135504,0.856669776853768,0.611795005089681
6091-6092,0.0955783839476463,0.181970167833194,-0.081283771891798,0.380868894692885,0.325583279569813,0.293768740238142,0.655760271828399,0.713583794738237,0.414448137384035
6101-6102,-0.207262574541737,0.278908827084624,0.568622989275744,0.409916514348806,0.216178080862527,0.0290553465920781,0.0241540148957543,0.541768735770748,0.624925042220149
6191-6192,0.192243064813651,0.382443052621229,0.344059846528613,0.313522211320546,0.156175924022002,-0.0490757213997408,0.611352486664345,0.87120324020947,0.886523387382624
6919-0921,0.143003337888998,0.140887836131794,-0.0552948429968926,0.131411422062781,0.0345513035423535,0.0151008313164227,0.754025374336687,0.835703784367632,0.581969413345187
7001-7002,-0.00715939489972595,-0.0533218587402433,-0.072011395386733,-0.309994519756909,0.233049944644873,-0.379499842874944,0.809421480932303,0.841580354701505,0.796702241078439
7091-7092,0.0506600227795368,-0.0606357258070057,0.117974538417349,0.028578070502512,0.142719502567404,0.0566204531385846,0.78012110222969,0.849083800421612,0.859759062486886
7101-7102,-0.0772169190306867,-0.261490687640577,-0.187277901907789,0.451235704492895,0.289122349127556,0.0572497535169978,0.843104081631049,0.879446840119235,0.755060917946722
7191-7192,-0.13471937969465,0.468533298556439,0.0118148541481411,-0.251734086742884,0.0434713213010222,0.655363647493364,0.904255319148936,0.990825688073395,0.989583333333333
8001-8002,-0.184230985732831,-0.0189925039968482,0.254652923323286,0.261988333311596,-0.159880227055838,-0.146897909755142,0.71324616051034,0.124792810703709,0.569846376153314
8091-8092,0.248513685896803,0.11302106886377,-0.132921516346744,-0.0842942218184256,-0.0760536600596618,-0.0808564377713508,0.77091594256675,0.674988914519299,0.866387561416903
8101-8102,0.0589800658538157,-0.0578733965499301,-0.140501206153482,0.111795829514049,0.820093851413899,0.431381982757175,0.444363717376746,0.532413962313671,0.455763519620547
8191-8192,0.161716695358799,-0.30307249219782,0.618433783392647,-0.397325980322246,-0.559735652043007,-0.104492831053956,0.571257666540217,0.814466786481369,0.869821377209065
9001-9002,0.262199607744384,0.0354525478677097,0.146551310590132,-0.460011410990393,-0.338144236024329,-0.235919677183936,0.636988261642479,0.754493096852858,0.725550423731908
9091-9092,-0.0133969453802485,-0.0612758191983336,0.0598291935399313,0.0317999919021424,-0.145060639257979,-0.0102725832377676,0.449838677025475,0.673739886800996,0.734708672321186
9101-9102,0.0420083693515634,0.201670615146567,-0.0676105453529012,0.568285161845581,0.522083726926889,0.370377986235153,0.888474234534803,0.858288170007998,0.853643504485425
9191-9192,-0.0508412675630446,0.22277239289966,0.1262747036504,-0.340534535063522,0.644314462419119,0.209730563067052,0.757509196582348,0.785029893398083,0.823888843396944
9638-5365,0.414949716573261,0.163536505765162,0.00586035919712632,NaN,0.609674028244549,0.622951897624501,0.621884218892551,0.375479671186136,0.631320137032503
